marketCap,trailingPE,beta,vol_30d,ret_1m,environment_score,social_score,governance_score,marketCap_log,sector_Basic Materials,sector_Communication Services,sector_Consumer Cyclical,sector_Consumer Defensive,sector_Energy,sector_Financial Services,sector_Healthcare,sector_Industrials,sector_Real Estate,sector_Technology,sector_Utilities,sector___UNKNOWN__
-0.22723018890039293,-0.002653976117790513,0.014532812903988581,-0.00796464894118882,-0.15721634881104837,1.5694925616563513,-1.530064963321249,0.03831449853774611,-0.14140890471626236,0.0013402556467255037,0.03184122449141169,0.009151663269279043,-0.00021396494197397219,-0.006974931138176621,-0.00019474756531734483,0.007608607918131418,-0.002891523767712207,0.007237586119923127,0.001684588764278548,-0.0006594053752666302,0.0
1.1523954857960315,-0.15517046991929745,0.04794501616133256,0.13302847247608554,0.21914575734573136,7.543868574863016,4.495651751378902,0.04032758491104899,-2.949133997565489,0.0018897294673026785,0.06551548499301979,0.07030105985156215,-0.00011267219884421851,-0.02628093019697031,-0.00021646010476854543,-0.0006166597207406202,-0.0027259142594163975,0.002341700509926251,0.0006473658457298082,0.01633949705111281,0.0
-0.4368204684190052,7.148863590562708e-05,0.026396172347894015,0.030098777842283094,-0.008558563020900283,-8.526182837277874,-1.075484341572587,0.10150175235522034,-0.49102359204851076,-0.0011629189647188328,-0.014953557224550317,0.0061271415039356025,-0.0009875176658327236,-0.007562494485638141,-0.001236476128238802,-0.002180353191438525,0.012145123229278717,0.0038823182348715368,0.0013463463728328982,-0.0008065473919006431,0.0
-0.4237985921452972,-0.0009003903715166604,0.0004764268913635255,0.04203239472558657,0.014932311218381195,-8.529852478494933,-1.0792427280770043,0.10120874123195622,-0.4746100646450622,-0.0008497392904490269,0.01664502024227146,0.006444056769360367,-0.0010849868255708441,-0.008776013138309835,-0.0007951563163015057,-0.0022774879153396013,-0.00212527515466746,0.004190494629063372,-0.010567830898201978,-0.0008877645708189043,0.0
0.2045971987685032,0.03118030865351769,0.011360434327317499,0.14957736318177003,-0.06576510384263133,6.28242540191266,3.6293564927279967,-0.012051181204034053,-0.301380603269703,-0.012791293094862932,0.07672845309164586,0.007831148092653678,-0.00012049096081164926,-0.006541759168890563,-0.0004348049917204679,-7.346076537337804e-05,-0.005354212961906128,0.008856163160723851,0.002571823493873197,-0.000813273600900703,0.0
-0.5585255675913857,0.1837848906613684,0.049564004320971244,-0.058903113865133146,-0.02379541720325757,-8.371595252283576,-1.171439271416358,0.07503881866660321,-0.37169205935048355,0.00046384484862494656,0.0004450810614855728,0.026220180647947743,0.006829762049272365,-0.009795692587242435,-0.001655073362823562,-0.0025132671901222686,-0.0076357749022895275,0.004115785027831075,0.0005231881402406394,-0.0008329605151851894,0.0
-1.5648560040933022,-0.004611941255247378,0.009762515477848817,0.02361625613313389,0.1720416001591778,8.166945779239441,8.569112460586684,0.03476823682208485,-0.7829081034232953,0.004225204161370338,0.018576687144659293,-0.0032297261751397417,-0.000153390495155033,-0.006055626208297836,0.0005879751220848494,-0.0002480467849488558,0.002210113336140614,0.006726262015446872,0.0030284670757269147,-0.0008434435884410822,0.0
-0.3062151443754673,-0.016572427644170197,0.014330818668227737,0.023471493601545716,0.06159964834781075,-8.735336559132675,-1.1355886386862957,0.10773234429350517,-0.353341698131327,0.004977087037090282,0.046626887510253776,0.006166611817896433,-0.0008509654959346068,-0.008595569972412963,-0.0015675176000791062,-0.0021983106284967245,-0.0067558082995513415,0.004065847866071994,0.0017803483266808093,-0.0008421039000100983,0.0
-0.16201035401091565,-0.0003004752686682452,0.017949343115579268,0.017007790852817794,0.00027887226262937685,1.6099633751196798,-1.4944704109054363,0.052157910143819035,-0.30925423621001136,0.0005547728564545875,0.028611861558146913,0.006710244738805834,-0.00011759469420836779,-0.0072366675641044615,-0.0005283384362618843,-0.000434559836734118,-0.002777815237528965,0.004268686731847863,0.0019102186402482522,-0.0008306832589911775,0.0
0.9758389893651813,0.15427636789203222,0.08143187289774587,0.016340120954167023,-0.42829143927776103,8.139456467394666,4.495365775603772,0.040379485112557005,-3.7356074957433214,0.0019483773606466133,0.04450471376999785,0.09310926316101813,0.00033926625681882235,-0.017049253997496547,-0.0001939105342111424,-0.0004148566690233107,-0.001313209872550245,0.0018319946325871938,0.000579390306820385,-0.0002948815280908596,0.0
-0.21233421251616166,0.01901974422318388,-0.012653975329852197,-0.08924256600182498,-0.031000631295003057,1.5700380728676655,-1.480035399995788,0.0581252250572246,-0.28518665757326456,0.003281997097915533,0.07023301686796393,0.007664080791624049,-0.0001305213296469546,-0.006782532937610613,-0.000454773449426667,0.006204627671072768,-0.0076196941260614605,0.00731160660491731,0.0031665479101728785,-0.0009577575064337569,0.0
-1.5574167057952977,0.023641754562611236,0.0020952088346993906,0.01724027000066487,-0.05146783416804592,7.455935420832165,4.48502786246215,0.03503956753296881,-0.8112101524969163,0.002210182138707791,0.01808377935180435,-9.728912441829272e-06,-0.00011867067969967068,-0.00607521150222658,-0.00010084532000336525,8.123835562423263e-05,-0.006718184990813453,0.006825247989002946,0.003543968389549839,-0.0008441390716123652,0.0
0.2023288894339934,0.024866665017634616,0.0410784497937057,0.05729714166171079,0.019628358625337888,6.131364075146006,3.6363807654110913,-0.024831993067462293,-0.2867150055587975,0.001448613038096454,0.02296489110252138,-0.017261181513027867,-0.00010708827575194644,-0.006360587522852119,-0.0005056045291626311,9.787538677876964e-05,-0.001740335586800768,0.012984968662103183,0.0013343239126984944,-0.0008723351915622965,0.0
-0.34631808309763357,-0.0037877485765013767,-0.03507753738311139,0.0666440356400252,-0.03428822640242662,-8.521991288947538,-1.0803827299352324,0.1005970714092736,-0.44064770672753245,-0.00018819333326281583,0.012216167124998687,-0.02524790989381604,-0.0008623465185642564,-0.007791343715090794,-0.0017110306124979659,-0.0022771509753969563,0.0006716067486698954,0.00603833326662361,0.003405135433228012,-0.0008472325703813921,0.0
-0.558396247762729,0.014507494485291138,-0.06066502497396295,-0.08618177585742091,0.007483694270366136,-8.645429017256603,-1.1614335434201022,0.12213963176492493,-0.2876610820616055,0.00024477349939890905,0.05681861072392348,-0.02898399818250039,-0.00046101961661558125,-0.006884671896095935,-0.0018798615934771258,-0.0007928780771828425,-0.006585604323455335,0.010169281351015802,0.002501841281032193,-0.0009118450108278665,0.0
-0.4058158314919905,0.015193141568114788,0.10018498556636816,-0.013755265855871876,0.02093174322806153,-8.156846682382083,-1.0917176090974292,0.23994442272961955,-0.5194756403771896,-0.002667673849257952,0.009117515751396183,0.005337362872705744,-0.0018230176411242185,-0.012617375393172328,-0.0013160266071828232,-0.002390955318177624,-0.00551478354530928,-0.11711761035767908,6.6259656097836645e-06,-0.0010714588842742029,0.0
-0.20257317338378636,-0.325855103262476,-0.004035046365597291,0.037166880017220655,-0.00724635703711327,1.5748700581268766,-1.4918866468797272,0.051284129786899786,-0.2860466956891979,0.0009258476606970123,0.05844734657511303,0.006419421392757971,2.2447567685531094e-05,-0.007098860838708202,-0.0010979898017926125,-0.00048428134013097523,0.001618620057454815,0.005491174771662558,0.0029412995534750003,-0.000749080130272895,0.0
-0.23623906698067845,-0.010170565304940486,0.020309063571908204,0.007088637145607471,0.008163621955747687,1.6299752917746713,-1.4969194924976417,0.03684809282713619,-0.33441702994774064,0.001175881864433563,0.019673606950519014,0.007799584360015543,-0.00015099749965344142,-0.007161503078798487,-0.00014855802324158294,0.0070405218234044515,-0.0027828179066564907,0.001365558864865979,0.003614866165990742,-0.0008163042644360476,0.0
-0.23426830039626764,0.01584347470855042,0.010976329366021956,0.0915674780081139,0.002704874910030442,1.6222711916054162,-1.4890286619520863,0.06665724588534601,-0.3219410930812678,0.0014844785236630452,0.021433241560906553,0.008887021714402803,-0.00011546293151948763,-0.006787879950675245,-0.0007573772683360442,-0.00047774808227041775,0.007646536276559136,0.007494287364764531,0.0013114414567875906,-0.000827306967985128,0.0
-0.14020968107609572,-0.01889259008257086,-0.00038378491402963326,-0.009473021469538934,0.040483460347614665,1.4131907972396645,-1.5700290229692448,0.03689182011535654,-0.16720496314749683,-0.0048833788563176165,0.017398078106363388,0.007587944054301325,-0.000189855567303617,-0.007889456993337202,-0.00032386786397013505,-0.00033252365821980325,-0.005274842636948184,0.0020056791765139482,0.0018755049872176876,-0.0009125091909271915,0.0
-0.38436586363840797,-0.0006466407233723224,0.026590925617824418,0.029178746529948858,-0.0027733196341268762,-8.526297501564846,-1.086782393179334,0.09995984161576392,-0.4499303750560106,0.011275308938057161,-0.010608900684962336,0.00608268537625961,-0.0010110113544459492,-0.007367582093077858,-0.0014052179510307351,-0.0021536310537273685,-0.0031817901695947596,0.005457257583342752,0.0014092671620664456,-0.0008222298805821063,0.0
-0.39279043069243647,-0.0418805461930021,-0.016773164172227163,0.023487077428397448,-0.01594013928612368,-8.529731419223758,-1.0776901256352986,0.1023042303534926,-0.4428381778134877,-0.0006012969312816522,0.030737222067347296,0.005276600327039059,0.007301802767510347,-0.007745230484419652,-0.0015851719295728775,-0.0022088710749215024,-0.0020523632534052596,0.008073704364687882,0.0009971108469871317,-0.0008154293949340807,0.0
